Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,8295.0,8470.0,8277.0,8470.0,302466,,
2025-07-23,8397.0,8405.0,8290.5,8313.5,194644,0.012296564195298343,
2025-07-24,8288.5,8435.0,8276.0,8409.5,298692,-0.012921281410027352,
2025-07-25,8075.5,8280.0,8044.5,8275.0,554118,-0.025698256620618976,
2025-07-28,8089.5,8158.0,8075.0,8075.5,232171,0.0017336387839761436,
2025-07-29,8127.5,8146.0,8056.0,8089.5,209998,0.004697447308239067,
2025-07-30,8043.5,8132.5,8025.0,8090.5,222804,-0.010335281451860912,
2025-07-31,8008.0,8094.0,7930.5,7990.0,297025,-0.0044135015851308745,
2025-08-01,8044.5,8091.0,7951.5,8008.0,329818,0.0045579420579420216,
2025-08-04,8187.5,8205.0,8044.5,8044.5,221221,0.017776120330660783,
2025-08-05,8230.5,8236.5,8130.0,8176.0,194083,0.0052519083969466696,
2025-08-06,8178.5,8269.0,8120.0,8269.0,515934,-0.006317963671708893,
2025-08-07,8229.0,8249.0,7858.5,8070.0,456168,0.006174726416824594,
2025-08-08,8224.0,8277.0,8185.0,8229.0,282679,-0.0006076072426783874,
2025-08-11,8275.0,8300.0,8132.5,8235.0,180274,0.006201361867704369,
2025-08-12,8196.5,8321.5,8180.0,8275.5,184529,-0.009486404833836892,
2025-08-13,8248.5,8309.5,8189.0,8214.5,367519,0.006344171292624878,
2025-08-14,8213.5,8280.0,8198.0,8250.0,364270,-0.004243195732557381,
2025-08-18,8588.5,8629.5,8400.0,8400.0,995976,0.04565654106044925,
2025-08-19,8795.5,8856.0,8586.0,8609.0,1052384,0.024101996856261243,8236.8
2025-08-20,8827.5,8872.5,8763.5,8794.5,490202,0.0036382240918650943,8263.425
2025-08-21,8684.5,8869.0,8630.0,8835.0,510564,-0.016199376947040545,8277.8
2025-08-22,8679.5,8715.0,8581.0,8684.5,369875,-0.0005757383844781083,8297.35
2025-08-25,8750.5,8764.0,8633.5,8750.0,360880,0.008180194711676858,8331.1
2025-08-26,8691.5,8825.0,8646.0,8730.0,778390,-0.006742471858750876,8361.2
2025-08-27,8691.5,8691.5,8691.5,8691.5,0,0.0,8389.4
2025-08-28,8689.5,8798.0,8661.0,8798.0,394657,-0.00023010987746652223,8421.7
2025-08-29,8631.5,8730.0,8571.5,8714.0,344340,-0.006674722366074026,8452.875
2025-09-01,8967.0,9037.5,8665.0,8665.0,658701,0.03886925795053009,8499.0
2025-09-02,9030.5,9109.5,8926.0,8970.0,548186,0.007081521133043278,8541.15
2025-09-03,9116.0,9129.5,8992.0,9052.0,322758,0.009467914290460122,8585.425
2025-09-04,9071.0,9353.5,9046.5,9350.0,652617,-0.004936375603334819,8630.05
2025-09-05,9084.5,9172.0,9053.0,9117.0,231190,0.0014882592878404655,8672.825
2025-09-08,9433.5,9490.0,9073.0,9102.0,713087,0.03841708404425126,8733.3
2025-09-09,9383.0,9428.5,9236.5,9390.5,505482,-0.005353262309853224,8788.7
2025-09-10,9244.0,9440.0,9180.0,9425.0,454231,-0.014814025365021855,8841.075
2025-09-11,9113.5,9243.5,9075.0,9243.5,472941,-0.014117265253137168,8884.325
2025-09-12,8999.5,9205.0,8979.5,9115.0,481492,-0.0125089153453668,8923.625
2025-09-15,9025.0,9091.5,8964.0,9026.5,325549,0.002833490749486023,8945.45
2025-09-16,9072.5,9099.0,9020.0,9032.0,219134,0.0052631578947368585,8959.3
2025-09-17,9084.0,9136.0,9070.0,9076.5,172732,0.0012675668228161463,8972.125
2025-09-18,9075.0,9115.0,9025.0,9099.5,183574,-0.0009907529722589237,8991.65
2025-09-19,8971.5,9063.5,8950.5,9050.0,467648,-0.011404958677685983,9006.25
