Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,179.3020477294922,181.34339721324287,176.88413334734346,180.64973696934592,6625459,,
2025-07-23,179.78759765625,180.14433936105488,178.023712316009,179.6587847633058,2988640,0.002707999896857549,
2025-07-24,182.48297119140625,182.9586368655464,179.55967916879874,180.3524401717072,6995100,0.014991988158770342,
2025-07-25,176.57693481445312,182.17578205780305,175.10041761800647,181.3433897991584,14316713,-0.032364863079516026,
2025-07-28,173.44554138183594,177.34987698865476,172.73205796532798,176.567019988564,7153824,-0.017733875808341848,
2025-07-29,171.86993408203125,175.14996783548662,170.74025455484937,173.41580973810557,6143547,-0.009084161444865457,
2025-07-30,166.74673461914062,172.65277305890373,166.33053849719693,172.65277305890373,5407714,-0.029808584557002193,
2025-07-31,166.55845642089844,168.17370567293418,164.91347995372843,165.68641778853674,7725352,-0.0011291267482522738,
2025-08-01,161.94064331054688,167.05393618711943,161.52444716301088,166.479184806048,3579216,-0.02772487935816481,
2025-08-04,166.5089111328125,167.12329375865627,161.6235471007905,162.57484825560286,5156068,0.028209520036951208,
2025-08-05,164.38827514648438,167.36111755563462,163.28832285027246,166.50890212685186,3028618,-0.012735870842591979,
2025-08-06,163.0504913330078,165.2900423099046,162.42620470408417,165.2404919118863,4382033,-0.008137951519258224,
2025-08-07,164.62611389160156,165.23059247465176,160.78123273248505,162.01991711409124,4101164,0.009663402702514867,
2025-08-08,163.69461059570312,167.45029475312603,163.2090409049968,164.64591167380533,3904095,-0.005658296086074044,
2025-08-11,164.55673217773438,165.18103391382866,162.41628204311817,163.74416312629157,2123286,0.005266646097228822,
2025-08-12,165.19094848632812,166.38008248566692,164.11081931896717,164.55674267863682,2346697,0.003854089104715186,
2025-08-13,164.1999969482422,166.8656481299235,163.3477814974518,165.43868131737597,2358385,-0.005998824676328729,
2025-08-14,163.3800048828125,165.8000030517578,163.00999450683594,165.8000030517578,2018807,-0.00499386163623472,
2025-08-18,167.14999389648438,169.35000610351562,164.91000366210938,165.0,4424594,0.023074971850906456,
2025-08-19,174.00999450683594,174.4199981689453,165.5399932861328,167.32000732421875,7951208,0.04104098630479136,168.97334671020508
2025-08-20,174.27999877929688,175.74000549316406,172.2899932861328,173.10000610351562,5351150,0.0015516595654530008,168.7222442626953
2025-08-21,176.82000732421875,177.38999938964844,173.8000030517578,174.27999877929688,5021944,0.014574297467941033,168.57386474609376
2025-08-22,173.22999572753906,176.69000244140625,172.85000610351562,175.88999938964844,2286737,-0.02030319787340018,168.1112159729004
2025-08-25,171.4499969482422,174.2899932861328,171.13999938964844,173.22999572753906,3915337,-0.01027534966921384,167.85486907958983
2025-08-26,165.86000061035156,171.44000244140625,165.0,170.8000030517578,4460308,-0.032604237021818916,167.47559204101563
2025-08-27,165.86000061035156,165.86000061035156,165.86000061035156,165.86000061035156,0,0.0,167.17509536743165
2025-08-28,162.92999267578125,165.85000610351562,162.5,165.85000610351562,2513794,-0.017665548798915465,166.98425827026367
2025-08-29,161.8000030517578,165.69000244140625,161.27000427246094,163.0,3480939,-0.006935430398453568,166.74633560180663
2025-09-01,161.33999633789062,163.4499969482422,159.52999877929688,162.0,6313785,-0.002843057510450331,166.71630325317383
2025-09-02,162.0399932861328,163.4499969482422,160.1999969482422,162.3000030517578,3464110,0.004338644874989361,166.49285736083985
2025-09-03,164.72999572753906,165.47000122070312,162.0500030517578,162.0500030517578,2636678,0.016600855053457098,166.50994338989258
2025-09-04,162.47999572753906,166.13999938964844,162.00999450683594,165.8800048828125,2266789,-0.013658714613952072,166.48141860961914
2025-09-05,163.33999633789062,164.33999633789062,161.39999389648438,162.8000030517578,2708705,0.005292963029083886,166.4171127319336
2025-09-08,164.5399932861328,165.5,163.3699951171875,164.5,1895260,0.007346620393940961,166.4593818664551
2025-09-09,163.4600067138672,165.1199951171875,163.0500030517578,164.6999969482422,1152491,-0.006563672154693334,166.40454559326173
2025-09-10,166.8000030517578,168.19000244140625,164.10000610351562,165.0,3209866,0.020433110245353214,166.4849983215332
2025-09-11,166.58999633789062,168.75,166.13999938964844,166.6999969482422,1725062,-0.0012590330337225453,166.60449829101563
2025-09-12,164.8699951171875,167.22999572753906,164.24000549316406,166.58999633789062,2180973,-0.01032475693927315,166.6789978027344
2025-09-15,162.13999938964844,166.1699981689453,161.8000030517578,166.0,5750385,-0.016558475213143686,166.4284980773926
2025-09-16,162.6699981689453,163.69000244140625,159.80999755859375,162.5,6584222,0.003268772550215626,165.86149826049805
2025-09-17,164.27999877929688,164.5399932861328,162.5500030517578,163.5,4619945,0.009897342032791245,165.36149826049805
2025-09-18,166.91000366210938,168.8800048828125,165.1699981689453,165.35000610351562,9198376,0.016009282337199116,164.8659980773926
2025-09-19,167.0800018310547,168.25,165.0500030517578,167.0,4457698,0.0010185019784041405,164.55849838256836
