Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,418.2864074707031,426.4231437674952,417.5068523863902,421.94062768739536,4216517,,
2025-07-23,423.40234375,424.8640319332566,417.4094281462723,419.504508594649,2793895,0.012230701710418845,
2025-07-24,423.7921142578125,425.838483627905,421.35596732630273,424.1818918192297,2805754,0.0009205676670571705,
2025-07-25,411.0267028808594,423.7921188890979,409.46759261815225,423.4997931493708,3196808,-0.03012187095389729,
2025-07-28,411.1241455078125,419.8942743608557,408.78545042795855,411.7088267123063,2551271,0.00023707128094141439,
2025-07-29,414.9245300292969,415.7041148837706,408.7367406652125,410.73436923719095,4743610,0.009243885485709535,
2025-07-30,415.363037109375,424.7665579842857,405.3748350439883,413.1705049486804,6890461,0.0010568357576909992,
2025-07-31,407.7622680664063,410.6369034812826,400.1127610769765,408.0545937905901,9826520,-0.01829909829209775,
2025-08-01,393.4864196777344,410.2471215755959,391.8298576947668,410.1496697558636,3787580,-0.03501022411015975,
2025-08-04,398.2125549316406,399.08956184292106,389.49116712207336,398.55362143550536,3277835,0.012010923420881836,
2025-08-05,392.1709289550781,395.532793740747,384.42397013319146,395.532793740747,7973897,-0.015171862116702073,
2025-08-06,391.1477355957031,394.5583412145413,389.39372174412046,393.1941049146302,2150509,-0.002609049482839687,
2025-08-07,392.1221923828125,392.9017772203777,382.13399026331206,390.7579560897244,6318838,0.0024912755422841215,
2025-08-08,399.0408630371094,404.7414527424066,389.2962754171555,396.6047161321209,12286666,0.017644170079367694,
2025-08-11,399.869140625,407.3237438653422,390.36816813053326,403.4746200364384,8713932,0.0020756711019180862,
2025-08-12,397.62786865234375,404.3029168294764,396.4097952527984,404.3029168294764,4526566,-0.0056050136030830755,
2025-08-13,400.6000061035156,402.7437975536199,396.3123934651854,400.9897836637053,3543374,0.007474670880703416,
2025-08-14,394.3500061035156,406.1000061035156,393.7999877929688,402.0,6536476,-0.01560159736588973,
2025-08-18,387.0499877929688,397.0499877929688,383.3999938964844,397.0499877929688,6525577,-0.01851152072413198,
2025-08-19,395.6000061035156,397.8500061035156,386.1499938964844,388.0,4227710,0.022090217233439624,403.3479629516602
2025-08-20,390.7999877929688,396.8500061035156,390.1000061035156,394.5499877929688,5553949,-0.012133514247951727,401.97364196777346
2025-08-21,393.1499938964844,395.4500122070313,390.2000122070313,390.7000122070313,2094370,0.006013321844729802,400.46102447509764
2025-08-22,390.75,393.4500122070313,387.7000122070313,393.0,2627075,-0.006104524821934243,398.80891876220704
2025-08-25,390.25,391.5,387.6000061035156,390.5,1235196,-0.001279590531030106,397.77008361816405
2025-08-26,382.9500122070313,391.3999938964844,381.9500122070313,388.2000122070313,4825204,-0.018705926439381626,396.361376953125
2025-08-27,382.9500122070313,382.9500122070313,382.9500122070313,382.9500122070313,0,0.0,394.76265106201174
2025-08-28,381.75,386.5,380.7999877929688,384.6499938964844,3975225,-0.0031336001273778447,393.08199920654295
2025-08-29,375.8999938964844,383.8500061035156,375.0499877929688,381.75,3112442,-0.015324181017722704,391.4888854980469
2025-09-01,385.25,385.7000122070313,376.6000061035156,377.0,2360108,0.024873653246428207,391.07706451416016
2025-09-02,384.6000061035156,387.3500061035156,382.0,385.25,1630216,-0.001687200250446108,390.3964370727539
2025-09-03,387.25,391.6499938964844,383.0,383.0,2725471,0.006890259631902262,390.150390625
2025-09-04,384.6000061035156,391.9500122070313,383.5,389.1000061035156,2609930,-0.0068431088353373415,389.8230041503906
2025-09-05,383.6000061035156,386.5499877929688,380.2000122070313,384.7000122070313,2017875,-0.0026001039628971157,389.39689483642576
2025-09-08,393.8999938964844,395.2999877929688,384.1499938964844,384.1499938964844,2956578,0.026850854090417542,389.13985137939454
2025-09-09,389.8999938964844,397.0,389.2999877929688,394.0,1921681,-0.010154861797360692,388.6413940429687
2025-09-10,392.4500122070313,393.8999938964844,388.7999877929688,391.0,1897568,0.0065401855615929705,388.38250122070315
2025-09-11,397.7999877929688,405.7999877929688,391.0,391.0,3642055,0.013632247215003668,388.2425003051758
2025-09-12,398.75,401.0499877929688,396.5499877929688,398.9500122070313,1389746,0.0023881655007129687,388.4625
2025-09-15,399.8500061035156,400.6499938964844,396.2000122070313,398.75,1227975,0.0027586359962774587,389.10250091552734
2025-09-16,402.0,403.0499877929688,400.1499938964844,401.7999877929688,1344352,0.005377001034552409,389.42250061035156
2025-09-17,405.6499938964844,408.5,402.3500061035156,404.0,2545562,0.009079586807175133,390.16500091552734
2025-09-18,408.6000061035156,409.25,404.8999938964844,405.7000122070313,1832949,0.007272309260243803,390.93750152587893
2025-09-19,413.0499877929688,416.0,408.2000122070313,408.6000061035156,4587363,0.010890801818357776,392.05250091552733
