Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20
2025-07-22,6583.02490234375,6654.698544105243,6549.676749579722,6654.698544105243,272172,,
2025-07-23,6622.84375,6648.725899030513,6586.011460995041,6610.898142755148,206835,0.006048715939396487,
2025-07-24,6588.5,6653.205371307698,6570.083855858578,6622.843620155625,183852,-0.005185650046477419,
2025-07-25,6616.5,6652.0,6569.0,6598.0,179064,0.0042498292479320465,
2025-07-28,6584.0,6713.5,6555.5,6616.5,155158,-0.004911962517947566,
2025-07-29,6676.5,6688.0,6473.0,6580.0,207710,0.014049210206561469,
2025-07-30,6650.0,6733.5,6601.5,6643.5,226974,-0.003969145510372196,
2025-07-31,6595.5,6662.5,6552.0,6556.0,208301,-0.008195488721804534,
2025-08-01,6361.5,6598.0,6335.5,6598.0,467222,-0.03547873550147829,
2025-08-04,6489.5,6513.5,6343.0,6372.0,351237,0.020121040635070253,
2025-08-05,6409.0,6530.5,6363.5,6489.5,377699,-0.012404653671315158,
2025-08-06,6133.5,6449.0,6054.5,6410.5,984259,-0.042986425339366474,
2025-08-07,6131.5,6174.5,5960.5,6150.0,1004420,-0.0003260780957039522,
2025-08-08,5914.5,6118.0,5893.5,6100.0,541367,-0.03539101361820107,
2025-08-11,5992.0,6016.0,5856.5,5891.0,677693,0.013103389973793123,
2025-08-12,5961.0,6015.0,5947.0,5992.0,477759,-0.005173564753004012,
2025-08-13,6100.5,6150.0,5970.0,5971.0,394932,0.023402113739305452,
2025-08-14,6132.5,6205.0,6091.0,6155.0,407062,0.005245471682648883,
2025-08-18,6164.5,6211.5,6092.5,6148.0,362833,0.005218100285364846,
2025-08-19,6079.5,6170.5,6075.0,6165.0,246497,-0.013788628437018446,6339.318432617188
2025-08-20,6005.0,6096.0,5952.5,6084.0,544008,-0.012254297228390443,6310.4171875
2025-08-21,6028.0,6060.0,5988.0,6005.0,219909,0.0038301415487094204,6280.675
2025-08-22,6151.5,6188.0,6088.0,6088.0,681524,0.0204877239548773,6258.825
2025-08-25,6248.5,6314.5,6204.0,6255.0,439686,0.015768511745102742,6240.425
2025-08-26,6190.5,6260.0,6120.0,6260.0,546739,-0.009282227734656368,6220.75
2025-08-27,6190.5,6190.5,6190.5,6190.5,0,0.0,6196.45
2025-08-28,6132.0,6275.0,6108.5,6275.0,415482,-0.009449963653985982,6170.55
2025-08-29,6131.5,6177.5,6092.0,6132.0,283850,-8.153946510114363e-05,6147.35
2025-09-01,6093.0,6135.0,6064.0,6131.5,192062,-0.006279050803229214,6133.925
2025-09-02,6120.5,6148.5,6059.5,6093.0,307162,0.004513376005252034,6115.475
2025-09-03,6164.0,6188.0,6097.0,6145.0,281110,0.007107262478555754,6103.225
2025-09-04,6133.5,6197.5,6093.5,6163.0,294429,-0.004948085658663226,6103.225
2025-09-05,6009.0,6177.5,6002.5,6133.5,213926,-0.020298361457569136,6097.1
2025-09-08,6027.5,6066.0,5940.0,6029.0,519368,0.003078715260442566,6102.75
2025-09-09,6002.5,6050.0,5997.5,6025.0,254569,-0.004147656574035707,6103.275
2025-09-10,6031.5,6043.0,5896.5,6015.0,810989,0.004831320283215312,6106.8
2025-09-11,6015.5,6075.0,5996.0,6035.0,258301,-0.00265273978280689,6102.55
2025-09-12,6026.5,6083.5,6004.0,6025.0,487571,0.0018286094256503294,6097.25
2025-09-15,6057.0,6065.5,5974.0,6011.0,152355,0.005060980668713189,6091.875
2025-09-16,6099.5,6175.0,6060.5,6125.0,285215,0.007016674921578314,6092.875
2025-09-17,6051.5,6138.5,6037.0,6089.0,413995,-0.007869497499795042,6095.2
2025-09-18,6112.0,6129.5,6042.0,6052.0,480382,0.009997521275716847,6099.4
2025-09-19,6200.0,6280.0,6156.5,6187.0,734989,0.014397905759162333,6101.825
