Date,Close,High,Low,Open,Volume
2025-07-22,1237.2254638671875,1244.5946673913381,1225.076203580914,1234.9349946766092,920681
2025-07-23,1227.36669921875,1244.2958950700431,1223.980835736112,1240.8104723947768,524821
2025-07-24,1219.300537109375,1234.238063809763,1216.9105085249323,1228.5617307264733,604864
2025-07-25,1212.0308837890625,1219.7984462443972,1205.0600380436758,1219.3005286911553,487767
2025-07-28,1209.9395751953125,1231.3500285835423,1200.7779414399906,1209.9395751953125,1468450
2025-07-29,1205.557861328125,1210.8358356045383,1197.192822775386,1209.740441385441,789889
2025-07-30,1211.532958984375,1215.0183818362068,1197.2925899840318,1210.3380054885076,1893697
2025-07-31,1253.75634765625,1260.2292755829899,1200.0808133052112,1202.271723386785,1600452
2025-08-01,1261.22509765625,1284.6272214580042,1251.864223823169,1264.7105203501283,1565728
2025-08-04,1244.1964111328125,1264.611030894153,1221.092963636495,1264.611030894153,1763667
2025-08-05,1214.3212890625,1249.673433476662,1208.3462787389797,1249.673433476662,1442317
2025-08-06,1197.5911865234375,1215.516217119683,1183.052019352195,1214.3212637046906,1170361
2025-08-07,1214.9188232421875,1219.8979987472785,1188.2303939101394,1192.0146159187693,1121402
2025-08-08,1181.159912109375,1240.810455089373,1177.9732886183333,1210.1386873500467,2018271
2025-08-11,1195.0020751953125,1198.0891395771876,1154.7703143513575,1182.1557785745836,940924
2025-08-12,1195.5,1203.7654796951465,1184.4462550495723,1195.0020824656392,1119857
2025-08-13,1198.800048828125,1206.5,1185.300048828125,1205.5,886544
2025-08-14,1184.9000244140625,1200.9000244140625,1174.699951171875,1197.5,934906
2025-08-18,1208.9000244140625,1226.0999755859375,1199.0,1201.0,1585452
2025-08-19,1218.699951171875,1221.0,1204.199951171875,1209.5999755859375,1149699
2025-08-20,1246.9000244140625,1252.0,1211.0,1211.0,1010033
2025-08-21,1247.4000244140625,1253.0,1220.300048828125,1253.0,1860416
2025-08-22,1257.199951171875,1265.4000244140625,1242.4000244140625,1246.5999755859375,1481336
2025-08-25,1261.699951171875,1269.9000244140625,1252.0999755859375,1264.199951171875,992053
2025-08-26,1258.5999755859375,1268.0999755859375,1249.199951171875,1261.0,1876432
2025-08-27,1258.5999755859375,1258.5999755859375,1258.5999755859375,1258.5999755859375,0
2025-08-28,1250.5999755859375,1280.5,1248.0,1262.9000244140625,1711790
2025-08-29,1242.5999755859375,1280.0,1230.0999755859375,1257.0,1808734
2025-09-01,1256.800048828125,1265.5999755859375,1232.300048828125,1248.9000244140625,1182160
2025-09-02,1283.800048828125,1286.800048828125,1247.0999755859375,1250.0,1240114
2025-09-03,1275.5,1290.9000244140625,1267.5,1290.9000244140625,1560468
2025-09-04,1245.300048828125,1309.0,1241.5999755859375,1309.0,2797394
2025-09-05,1231.5,1252.800048828125,1220.0999755859375,1245.300048828125,1501553
2025-09-08,1229.9000244140625,1244.0999755859375,1224.199951171875,1237.0,443869
2025-09-09,1244.9000244140625,1250.0,1225.0999755859375,1235.9000244140625,959107
2025-09-10,1256.199951171875,1260.0,1235.5,1249.0,954046
2025-09-11,1266.5,1270.0999755859375,1249.9000244140625,1256.199951171875,1998029
2025-09-12,1249.699951171875,1266.5,1235.699951171875,1266.5,1708052
2025-09-15,1257.5999755859375,1259.800048828125,1243.0,1243.0,740947
2025-09-16,1229.4000244140625,1264.5,1225.0999755859375,1262.0,1294534
2025-09-17,1243.4000244140625,1248.0,1223.5,1235.0,1271749
2025-09-18,1238.4000244140625,1243.4000244140625,1228.5999755859375,1242.5999755859375,1983386
2025-09-19,1238.9000244140625,1241.9000244140625,1228.0,1238.0,914559
