Date,Close,High,Low,Open,Volume
2025-07-23,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875
2025-07-24,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778
2025-07-25,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917
2025-07-28,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473
2025-07-29,3056.0,3074.0,3041.199951171875,3060.0,4785312
2025-07-30,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121
2025-07-31,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371
2025-08-01,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847
2025-08-04,3074.39990234375,3079.39990234375,2991.60009765625,3009.10009765625,2519252
2025-08-05,3063.89990234375,3077.5,3042.0,3074.39990234375,1927996
2025-08-06,3032.300048828125,3066.800048828125,3026.0,3063.0,1487081
2025-08-07,3047.0,3051.60009765625,3010.89990234375,3016.0,2543076
2025-08-08,3036.39990234375,3059.800048828125,3025.0,3048.10009765625,2762140
2025-08-11,3040.800048828125,3049.89990234375,3021.300048828125,3036.39990234375,1884215
2025-08-12,3035.39990234375,3096.39990234375,3026.89990234375,3041.0,3358232
2025-08-13,3036.199951171875,3044.39990234375,3028.60009765625,3036.10009765625,2148166
2025-08-14,3022.300048828125,3055.89990234375,3019.10009765625,3034.0,3342174
2025-08-18,3011.199951171875,3049.0,3003.39990234375,3046.5,2945609
2025-08-19,3016.199951171875,3025.0,3011.10009765625,3011.199951171875,2650784
2025-08-20,3098.60009765625,3103.39990234375,3010.89990234375,3010.89990234375,4952358
2025-08-21,3102.60009765625,3130.0,3083.10009765625,3130.0,3230726
2025-08-22,3054.0,3095.699951171875,3050.0,3086.0,1593791
2025-08-25,3140.60009765625,3152.0,3077.10009765625,3087.300048828125,3448370
2025-08-26,3157.199951171875,3162.0,3120.0,3129.0,5522097
2025-08-27,3157.199951171875,3157.199951171875,3157.199951171875,3157.199951171875,0
2025-08-28,3093.699951171875,3146.5,3086.5,3145.0,3116051
2025-08-29,3084.699951171875,3115.0,3077.199951171875,3093.0,2271789
2025-09-01,3112.60009765625,3131.10009765625,3090.0,3090.0,1246862
2025-09-02,3111.5,3155.0,3103.10009765625,3121.10009765625,2185229
2025-09-03,3097.5,3141.89990234375,3088.0,3129.89990234375,1799774
2025-09-04,3095.699951171875,3118.0,3090.800048828125,3116.0,1481391
2025-09-05,3048.300048828125,3103.39990234375,3028.60009765625,3097.10009765625,2802055
2025-09-08,3019.0,3064.89990234375,3016.0,3050.0,2626187
2025-09-09,3049.39990234375,3060.0,3030.800048828125,3032.10009765625,2489301
2025-09-10,3110.0,3122.699951171875,3053.39990234375,3056.39990234375,2079428
2025-09-11,3124.199951171875,3139.0,3110.10009765625,3139.0,2263446
2025-09-12,3133.39990234375,3148.699951171875,3121.0,3144.0,1447167
2025-09-15,3111.89990234375,3134.0,3096.0,3134.0,1732539
2025-09-16,3145.699951171875,3150.0,3109.10009765625,3128.0,2573429
2025-09-17,3172.800048828125,3182.39990234375,3142.39990234375,3152.0,2418271
2025-09-18,3176.699951171875,3203.0,3161.39990234375,3185.0,2633138
2025-09-19,3169.199951171875,3180.5,3144.0,3170.0,4901694
