Date,Close,High,Low,Open,Volume
2025-07-22,387.20001220703125,394.75,386.29998779296875,394.04998779296875,2387785
2025-07-23,396.95001220703125,398.3999938964844,384.6000061035156,384.6000061035156,3735346
2025-07-24,397.6000061035156,404.5,396.1000061035156,396.79998779296875,3142162
2025-07-25,394.1499938964844,399.75,392.20001220703125,395.0,2122908
2025-07-28,387.45001220703125,403.20001220703125,386.54998779296875,394.1000061035156,3698071
2025-07-29,398.1499938964844,399.1000061035156,386.0,387.45001220703125,5529147
2025-07-30,397.29998779296875,403.0,394.3999938964844,400.0,6133305
2025-07-31,391.3999938964844,396.1000061035156,384.79998779296875,388.0,2938178
2025-08-01,383.1000061035156,392.8500061035156,381.79998779296875,391.5,3141290
2025-08-04,382.3999938964844,386.6000061035156,373.04998779296875,383.1000061035156,8430624
2025-08-05,372.3500061035156,386.79998779296875,370.6499938964844,383.0,3095425
2025-08-06,360.3999938964844,372.8999938964844,359.3999938964844,372.0,4170067
2025-08-07,364.20001220703125,366.29998779296875,355.54998779296875,358.79998779296875,2148156
2025-08-08,343.3500061035156,365.79998779296875,341.20001220703125,358.95001220703125,5841196
2025-08-11,342.1000061035156,342.8500061035156,331.0,342.6000061035156,5044883
2025-08-12,354.8999938964844,357.5,340.1000061035156,342.1000061035156,7056392
2025-08-13,360.25,361.8999938964844,354.0,355.45001220703125,2379044
2025-08-14,359.25,368.0,358.1499938964844,361.0,2525023
2025-08-18,364.29998779296875,366.3500061035156,359.8999938964844,363.0,2143775
2025-08-19,363.8500061035156,366.5,361.5,366.5,1024689
2025-08-20,359.45001220703125,365.04998779296875,358.29998779296875,363.8500061035156,998355
2025-08-21,357.75,361.45001220703125,354.79998779296875,360.0,2257658
2025-08-22,359.5,361.5,356.3500061035156,356.3500061035156,1023391
2025-08-25,359.95001220703125,363.70001220703125,358.20001220703125,361.1499938964844,932540
2025-08-26,358.29998779296875,363.29998779296875,355.6000061035156,358.95001220703125,4216073
2025-08-27,358.29998779296875,358.29998779296875,358.29998779296875,358.29998779296875,0
2025-08-28,353.25,362.6499938964844,350.8999938964844,361.0,2513036
2025-08-29,348.3500061035156,356.1000061035156,347.1499938964844,353.25,1810109
2025-09-01,352.54998779296875,353.3999938964844,346.79998779296875,349.0,1594809
2025-09-02,356.1000061035156,357.0,349.29998779296875,353.3999938964844,3049894
2025-09-03,361.54998779296875,363.5,353.8500061035156,355.5,2632511
2025-09-04,356.8500061035156,364.54998779296875,355.0,364.5,1203504
2025-09-05,363.70001220703125,364.79998779296875,354.0,354.0,2400088
2025-09-08,364.1499938964844,367.8500061035156,362.5,364.0,1348143
2025-09-09,364.5,366.54998779296875,361.29998779296875,364.1499938964844,819081
2025-09-10,364.20001220703125,370.79998779296875,363.0,366.0,1707668
2025-09-11,364.04998779296875,369.25,362.54998779296875,364.20001220703125,1755595
2025-09-12,365.20001220703125,366.79998779296875,363.20001220703125,364.04998779296875,1189542
2025-09-15,358.25,367.0,357.0,367.0,2232052
2025-09-16,360.20001220703125,361.95001220703125,358.3500061035156,359.45001220703125,968345
2025-09-17,354.3500061035156,362.29998779296875,353.0,360.95001220703125,3387333
2025-09-18,368.3999938964844,369.79998779296875,358.0,359.79998779296875,9086347
2025-09-19,369.20001220703125,373.8500061035156,367.6000061035156,370.6000061035156,14210253
