Date,Close,High,Low,Open,Volume
2025-07-22,843.2000122070312,884.6500244140625,841.0999755859375,880.0,7686762
2025-07-23,851.1500244140625,854.0,841.7999877929688,849.0,2623940
2025-07-24,847.9000244140625,860.7999877929688,845.0,855.25,2006984
2025-07-25,823.7000122070312,848.4000244140625,821.4000244140625,846.4000244140625,2805230
2025-07-28,802.0499877929688,828.75,798.0,825.0,5922408
2025-07-29,808.2000122070312,818.8499755859375,790.0,800.0,16766666
2025-07-30,801.9000244140625,814.7999877929688,795.5499877929688,811.0,3218643
2025-07-31,798.9000244140625,806.0,789.0999755859375,795.5999755859375,4480429
2025-08-01,783.7000122070312,798.6500244140625,779.7000122070312,792.5,4739250
2025-08-04,804.0499877929688,805.5999755859375,781.0,783.0,2980888
2025-08-05,819.1500244140625,848.7000122070312,810.0499877929688,820.0,18982770
2025-08-06,803.3499755859375,822.0,795.4000244140625,822.0,5249912
2025-08-07,807.3499755859375,810.0,789.0999755859375,801.8499755859375,2553303
2025-08-08,782.4500122070312,808.5,779.0,806.5999755859375,2490574
2025-08-11,783.25,790.0999755859375,777.8499755859375,784.5,1629229
2025-08-12,783.0499877929688,791.3499755859375,780.7999877929688,784.0499877929688,1462522
2025-08-13,773.4500122070312,787.7999877929688,766.7000122070312,787.0,4114205
2025-08-14,769.75,779.7999877929688,765.7000122070312,773.4500122070312,1859573
2025-08-18,788.6500244140625,795.9000244140625,777.5,777.5,3029689
2025-08-19,785.5,790.7000122070312,780.8499755859375,787.25,2807872
2025-08-20,778.2000122070312,790.2000122070312,777.0,786.4500122070312,2332155
2025-08-21,767.4500122070312,781.8499755859375,766.5,781.0,3324022
2025-08-22,760.0999755859375,772.7000122070312,758.75,767.4500122070312,2483587
2025-08-25,770.8499755859375,775.0,761.5,767.9500122070312,2790762
2025-08-26,756.4000244140625,773.0,754.1500244140625,770.8499755859375,3306397
2025-08-27,756.4000244140625,756.4000244140625,756.4000244140625,756.4000244140625,0
2025-08-28,746.5999755859375,762.4000244140625,744.8499755859375,756.4000244140625,3085661
2025-08-29,739.5,750.3499755859375,738.0,743.0,2538543
2025-09-01,752.8499755859375,754.0,741.5,742.4000244140625,1436082
2025-09-02,751.2000122070312,758.75,747.5,753.0,1330606
2025-09-03,768.0999755859375,769.0,749.2000122070312,750.0,1933362
2025-09-04,754.8499755859375,773.4000244140625,752.8499755859375,771.7999877929688,1401421
2025-09-05,757.0499877929688,759.5,750.0,756.3499755859375,2873689
2025-09-08,750.75,760.5,746.5,759.5,2330647
2025-09-09,746.1500244140625,755.0999755859375,745.0999755859375,753.6500244140625,1347461
2025-09-10,751.25,755.8499755859375,746.0999755859375,750.2000122070312,1350420
2025-09-11,748.5999755859375,754.2999877929688,747.5,751.5,975314
2025-09-12,740.5,754.3499755859375,739.25,753.0,1853165
2025-09-15,739.9000244140625,744.4000244140625,738.0999755859375,741.0,1499071
2025-09-16,742.25,748.9500122070312,734.5999755859375,740.7000122070312,2892657
2025-09-17,739.0499877929688,745.9000244140625,737.0499877929688,745.0,2280605
2025-09-18,735.4500122070312,743.0,732.5,742.4500122070312,2280312
2025-09-19,744.4000244140625,746.9500122070312,736.1500244140625,738.0,8190278
